Threads,PlanTime(sec)
1,0.000131
2,0.000192
3,0.000239
4,0.000240
5,0.000286
6,0.000316
7,0.000342
8,0.000350
9,0.000591
10,0.000605
11,0.000467
12,0.000710
13,0.000724
14,0.000711
15,0.000715
16,0.000567
17,0.000844
18,0.000836
19,0.000831
20,0.000848
21,0.000839
22,0.000845
23,0.000855
24,0.000870
25,0.000902
26,0.000895
27,0.000898
28,0.000901
29,0.000908
30,0.000910
31,0.000905
32,0.000819
33,0.001765
34,0.001842
35,0.001455
36,0.001489
37,0.001454
38,0.001479
39,0.001867
40,0.001498
